W,I,J,K,LAT,LON,ALT_MSL,ACCELX,ACCELY,ACCELZ,GYROX,GYROY,GYROZ,MAGX,MAGY,MAGZ,Time,,LAT_DEG,LON_DEG
0.2,-0.98,0,0.09,422737184,-718091648,190221,0.11,0.37,0.78,-7.82,-33.17,-44.65,-0.04,9736,-0.22,17:04:00,,42.2737184,-71.8091648
0.2,-0.98,-0.02,0.08,422737184,-718091648,190221,0.01,0.45,0.98,13.84,-29.39,-40.25,-0.04,9416,-0.23,17:04:00,,42.2737184,-71.8091648
0.22,-0.97,-0.03,0.08,422737184,-718091648,190213,0.05,0.5,0.88,39.12,-35.89,-29.12,-0.04,9432,-0.24,17:04:00,,42.2737184,-71.8091648
0.22,-0.97,-0.04,0.08,422737184,-718091648,190206,0.07,0.43,0.82,9.18,-29.3,-26.96,-0.04,9160,-0.24,17:04:00,,42.2737184,-71.8091648
0.23,-0.97,-0.05,0.08,422737184,-718091648,190199,0.05,0.47,0.89,29.99,-31.88,-24.45,-0.04,8672,-0.24,17:04:00,,42.2737184,-71.8091648
0.25,-0.96,-0.05,0.08,422737184,-718091648,190199,0.11,0.51,0.76,24.45,-25.6,-21.65,-0.04,8256,-0.24,17:04:00,,42.2737184,-71.8091648
0.26,-0.96,-0.06,0.08,422737184,-718091648,190191,0.08,0.53,0.76,6.63,-24.51,-22.72,-0.04,7448,-0.24,17:04:00,,42.2737184,-71.8091648
0.26,-0.96,-0.06,0.08,422737184,-718091648,190183,0.12,0.52,0.76,15.34,-16.79,-23.94,-0.04,7104,-0.24,17:04:01,,42.2737184,-71.8091648
0.27,-0.96,-0.07,0.08,422737184,-718091648,190176,0.12,0.51,0.7,8.99,-3.48,-27.06,-0.03,6208,-0.26,17:04:01,,42.2737184,-71.8091648
0.28,-0.95,-0.07,0.09,422737184,-718091648,190176,0.12,0.54,0.72,14.89,-2.5,-25.35,-0.04,6392,-0.26,17:04:01,,42.2737184,-71.8091648
0.29,-0.95,-0.07,0.09,422737184,-718091648,190170,0.12,0.56,0.71,20.68,-1.89,-23.77,-0.03,6200,-0.25,17:04:01,,42.2737184,-71.8091648
0.3,-0.95,-0.07,0.09,422737184,-718091648,190164,0.13,0.53,0.66,-1.66,-6.91,-25.22,-0.03,5752,-0.26,17:04:01,,42.2737184,-71.8091648
0.3,-0.95,-0.08,0.09,422737184,-718091648,190164,0.14,0.57,0.79,-1.55,-4.08,-27.28,-0.03,5760,-0.27,17:04:01,,42.2737184,-71.8091648
0.3,-0.95,-0.08,0.09,422737152,-718091648,190160,0.15,0.6,0.77,7.68,-9.08,-27.16,-0.03,6240,-0.25,17:04:01,,42.2737152,-71.8091648
0.3,-0.95,-0.08,0.1,422737152,-718091648,190157,0.18,0.56,0.79,4.22,-17.09,-30.63,-0.03,5888,-0.25,17:04:01,,42.2737152,-71.8091648
0.29,-0.95,-0.09,0.1,422737152,-718091648,190157,0.14,0.53,0.83,-15.29,-13.27,-37.62,-0.02,5760,-0.26,17:04:01,,42.2737152,-71.8091648
0.28,-0.95,-0.1,0.09,422737152,-718091648,190153,0.12,0.53,0.91,-24.48,-6.12,-37.62,-0.02,6392,-0.27,17:04:01,,42.2737152,-71.8091648
0.28,-0.95,-0.11,0.1,422737152,-718091648,190148,0.19,0.55,0.9,17.75,-18.33,-38.71,-0.02,6376,-0.26,17:04:01,,42.2737152,-71.8091648
0.26,-0.95,-0.12,0.09,422737152,-718091648,190141,0.1,0.46,0.92,-42.8,3.26,-46.65,-0.01,6752,-0.26,17:04:01,,42.2737152,-71.8091648
0.26,-0.95,-0.13,0.09,422737152,-718091648,190141,0.14,0.5,0.98,23.3,-8.79,-43.31,-0.01,5968,-0.27,17:04:01,,42.2737152,-71.8091648
0.26,-0.95,-0.13,0.1,422737152,-718091648,190132,0.15,0.46,0.79,28.74,-6.55,-44.44,-0.01,6752,-0.27,17:04:01,,42.2737152,-71.8091648
0.25,-0.95,-0.14,0.09,422737152,-718091648,190128,0.14,0.42,0.96,-42.95,6.26,-40.61,-0.01,7152,-0.25,17:04:01,,42.2737152,-71.8091648
0.25,-0.95,-0.15,0.09,422737152,-718091648,190128,0.12,0.42,0.81,31.48,-12.44,-39.99,-0.01,6336,-0.25,17:04:01,,42.2737152,-71.8091648
0.25,-0.95,-0.16,0.1,422737152,-718091648,190124,0.12,0.48,0.75,-1.11,-10.67,-36.05,0,5544,-0.27,17:04:01,,42.2737152,-71.8091648
0.25,-0.95,-0.17,0.1,422737152,-718091648,190118,0.1,0.48,0.79,-5.78,-22.39,-28.83,0,5912,-0.28,17:04:01,,42.2737152,-71.8091648
0.25,-0.95,-0.17,0.1,422737152,-718091648,190118,0.05,0.48,0.82,-4.04,-21.35,-23.52,0,6560,-0.28,17:04:01,,42.2737152,-71.8091648
0.25,-0.95,-0.18,0.1,422737152,-718091712,190113,0.09,0.5,0.8,-1.47,-27.11,-18.24,0.01,6080,-0.27,17:04:01,,42.2737152,-71.8091712
0.25,-0.95,-0.18,0.1,422737152,-718091712,190102,0.09,0.48,0.88,-8.74,-23.22,-15.63,0,6064,-0.28,17:04:01,,42.2737152,-71.8091712
0.24,-0.95,-0.19,0.1,422737152,-718091712,190092,0.07,0.51,0.93,-4.72,-22.66,-13.88,0,6904,-0.28,17:04:01,,42.2737152,-71.8091712
0.24,-0.95,-0.19,0.1,422737152,-718091712,190092,0.07,0.47,0.89,3.63,-21.62,-10.43,0,7184,-0.28,17:04:01,,42.2737152,-71.8091712
0.23,-0.95,-0.19,0.1,422737152,-718091712,190084,0.04,0.47,0.98,-16.74,-11.91,-12.01,0,7240,-0.27,17:04:01,,42.2737152,-71.8091712
0.23,-0.95,-0.2,0.09,422737152,-718091712,190079,0.01,0.49,1.08,20.97,-7.22,-5.86,0,6696,-0.25,17:04:01,,42.2737152,-71.8091712
0.24,-0.95,-0.2,0.09,422737152,-718091712,190079,0.05,0.55,0.91,8.55,-3.56,-5.13,0,6008,-0.28,17:04:01,,42.2737152,-71.8091712
0.24,-0.95,-0.2,0.09,422737152,-718091712,190073,0.04,0.54,0.94,-3.4,0.01,-4.02,0.01,6712,-0.29,17:04:01,,42.2737152,-71.8091712
0.24,-0.95,-0.2,0.08,422737152,-718091712,190073,0.02,0.49,0.9,19.46,-8.82,-7.96,0,6584,-0.27,17:04:01,,42.2737152,-71.8091712
0.25,-0.95,-0.2,0.08,422737152,-718091712,190067,0,0.5,0.78,-12.69,-3.42,-12.55,0,6064,-0.26,17:04:01,,42.2737152,-71.8091712
0.24,-0.95,-0.2,0.07,422737152,-718091712,190067,0.01,0.47,0.89,-8,-3.5,-7.69,0,6280,-0.28,17:04:01,,42.2737152,-71.8091712
0.25,-0.94,-0.2,0.07,422737120,-718091712,190068,0.02,0.47,0.79,7.76,-5.9,-5.09,0,6720,-0.27,17:04:02,,42.273712,-71.8091712
0.26,-0.94,-0.2,0.08,422737120,-718091712,190070,0.05,0.5,0.7,7.88,3.94,-6.7,0,5968,-0.27,17:04:02,,42.273712,-71.8091712
0.26,-0.94,-0.2,0.08,422737120,-718091712,190070,0.06,0.5,0.69,3.79,-6.14,-4.69,0,5544,-0.28,17:04:02,,42.273712,-71.8091712
0.27,-0.94,-0.2,0.09,422737120,-718091712,190069,0.08,0.49,0.66,-0.4,-4.84,-6.17,0,6536,-0.28,17:04:02,,42.273712,-71.8091712
0.27,-0.94,-0.2,0.09,422737120,-718091712,190066,0.07,0.52,0.77,-13.21,-7.36,-6.13,0,6416,-0.27,17:04:02,,42.273712,-71.8091712
0.27,-0.94,-0.2,0.09,422737120,-718091712,190066,0.09,0.54,0.81,-6.76,-14.59,-8.96,0,6128,-0.27,17:04:02,,42.273712,-71.8091712
0.26,-0.94,-0.2,0.1,422737120,-718091712,190062,0.08,0.55,0.84,-18.99,-15.62,-11.43,0,7176,-0.28,17:04:02,,42.273712,-71.8091712
0.25,-0.94,-0.21,0.1,422737088,-718091712,190055,0.06,0.53,1.05,-11.43,-21.9,-13.83,0.01,7576,-0.29,17:04:02,,42.2737088,-71.8091712
0.25,-0.94,-0.21,0.1,422737088,-718091776,190049,0.11,0.56,1.03,1.14,-19.53,-14.25,0,7392,-0.26,17:04:02,,42.2737088,-71.8091776
0.25,-0.94,-0.22,0.11,422737088,-718091776,190049,0.19,0.57,0.98,4.37,-19.31,-22.4,0,7000,-0.26,17:04:02,,42.2737088,-71.8091776
0.24,-0.94,-0.22,0.11,422737088,-718091776,190045,0.15,0.53,0.99,-12.11,-15.53,-24.23,0,7256,-0.28,17:04:02,,42.2737088,-71.8091776
0.23,-0.94,-0.23,0.11,422737088,-718091776,190045,0.11,0.48,1.09,14.04,-12.9,-22.65,0.01,7488,-0.28,17:04:02,,42.2737088,-71.8091776
0.23,-0.94,-0.23,0.11,422737088,-718091776,190045,0.09,0.43,0.86,8.17,0.13,-20.83,0.01,7320,-0.28,17:04:02,,42.2737088,-71.8091776
0.23,-0.94,-0.23,0.11,422737088,-718091776,190039,0.12,0.44,0.89,12.27,5.27,-19.85,0.01,6264,-0.28,17:04:02,,42.2737088,-71.8091776
0.23,-0.94,-0.24,0.11,422737056,-718091776,190026,0.12,0.43,0.81,28.75,2.03,-20.17,0,6056,-0.28,17:04:02,,42.2737056,-71.8091776
0.24,-0.93,-0.24,0.11,422737056,-718091776,190026,0.1,0.45,0.73,2.16,10.56,-18.48,0.01,6376,-0.28,17:04:02,,42.2737056,-71.8091776
0.25,-0.93,-0.24,0.12,422737056,-718091776,190008,0.1,0.5,0.65,29.39,0.88,-14.36,0.01,5368,-0.28,17:04:02,,42.2737056,-71.8091776
0.26,-0.93,-0.25,0.12,422737056,-718091776,189989,0.09,0.49,0.65,-1.3,-0.7,-10.35,0.01,5272,-0.27,17:04:02,,42.2737056,-71.8091776
0.26,-0.92,-0.25,0.12,422737056,-718091776,189971,0.07,0.55,0.73,-3.97,-5.81,-5.82,0.01,5544,-0.28,17:04:02,,42.2737056,-71.8091776
0.27,-0.92,-0.25,0.12,422737056,-718091776,189950,0.07,0.56,0.78,-6.72,-3.92,-4.61,0.01,5504,-0.28,17:04:02,,42.2737056,-71.8091776
0.26,-0.92,-0.26,0.12,422737056,-718091776,189950,0.02,0.58,0.87,-13.86,-2.22,-2.5,0.02,5936,-0.3,17:04:02,,42.2737056,-71.8091776
0.26,-0.92,-0.26,0.11,422737024,-718091776,189941,-0.01,0.57,0.93,-10.28,-1.98,-1.28,0.02,6952,-0.29,17:04:02,,42.2737024,-71.8091776
0.26,-0.92,-0.27,0.1,422737024,-718091840,189926,-0.03,0.58,1.01,-5.16,4.89,2.27,0.01,6328,-0.27,17:04:02,,42.2737024,-71.809184
0.26,-0.92,-0.27,0.1,422737024,-718091840,189926,-0.02,0.63,0.99,17.53,-2.79,3.96,0.01,5560,-0.28,17:04:02,,42.2737024,-71.809184
0.26,-0.92,-0.27,0.09,422737024,-718091840,189905,-0.03,0.57,0.93,3.82,-3.32,6.06,0.01,6704,-0.28,17:04:02,,42.2737024,-71.809184
0.26,-0.92,-0.27,0.09,422737024,-718091840,189905,0,0.51,1,-2.55,-5.41,5.5,0.01,6424,-0.28,17:04:02,,42.2737024,-71.809184
0.26,-0.92,-0.27,0.09,422737024,-718091840,189891,0,0.53,0.91,20.2,-13.53,2.57,0.01,6160,-0.29,17:04:02,,42.2737024,-71.809184
0.25,-0.92,-0.28,0.08,422736992,-718091840,189864,-0.02,0.49,0.9,-40.76,2.59,0.76,0.01,7128,-0.29,17:04:03,,42.2736992,-71.809184
0.25,-0.92,-0.27,0.08,422736992,-718091840,189825,-0.02,0.51,0.81,15.51,-0.23,13.19,0.01,6888,-0.28,17:04:03,,42.2736992,-71.809184
0.26,-0.93,-0.27,0.09,422736992,-718091840,189825,0.06,0.46,0.65,-11.12,16.35,12.3,0.01,6208,-0.28,17:04:03,,42.2736992,-71.809184
0.26,-0.93,-0.26,0.08,422736992,-718091840,189793,0.04,0.49,0.68,-18.3,16.55,13.37,0,6720,-0.28,17:04:03,,42.2736992,-71.809184
0.26,-0.93,-0.25,0.09,422736992,-718091904,189758,0.03,0.48,0.68,-3.17,3.84,16.33,0.01,7120,-0.28,17:04:03,,42.2736992,-71.8091904
0.26,-0.93,-0.25,0.09,422736992,-718091904,189758,0.06,0.51,0.74,-15.72,-1.46,11.62,0.01,6976,-0.27,17:04:03,,42.2736992,-71.8091904
0.25,-0.93,-0.25,0.09,422736960,-718091904,189733,0.09,0.46,0.81,-29.7,-4.08,8.23,0,7088,-0.28,17:04:03,,42.273696,-71.8091904
0.25,-0.93,-0.24,0.1,422736960,-718091904,189705,0.07,0.5,0.76,-48.5,-6.43,6.83,0.01,9080,-0.28,17:04:03,,42.273696,-71.8091904
0.24,-0.93,-0.25,0.1,422736960,-718091904,189686,0.08,0.53,1.01,14.87,-25.11,-4.75,0.01,9216,-0.27,17:04:03,,42.273696,-71.8091904
0.23,-0.93,-0.25,0.1,422736960,-718091904,189686,0.04,0.51,1.04,-25.32,-12.8,-8.59,0.01,9080,-0.27,17:04:03,,42.273696,-71.8091904
0.22,-0.94,-0.25,0.1,422736960,-718091904,189659,0.13,0.5,1.07,-12.37,-12.79,-10.92,0,8848,-0.27,17:04:03,,42.273696,-71.8091904
0.22,-0.94,-0.26,0.1,422736960,-718091904,189632,0.09,0.49,1.01,-11.52,-5.98,-22.76,0.01,9752,-0.27,17:04:03,,42.273696,-71.8091904
0.21,-0.94,-0.26,0.1,422736960,-718091904,189632,0.1,0.44,1.13,7.69,-4.73,-19.74,0,9360,-0.27,17:04:03,,42.273696,-71.8091904
0.22,-0.93,-0.27,0.1,422736928,-718091904,189613,0.1,0.45,0.82,14.11,0.15,-25.55,0.01,8896,-0.26,17:04:03,,42.2736928,-71.8091904
0.2,-0.94,-0.27,0.1,422736928,-718091904,189617,0.09,0.37,0.98,-21.4,9.1,-19.81,0.02,9096,-0.26,17:04:03,,42.2736928,-71.8091904
0.22,-0.93,-0.28,0.1,422736896,-718091968,189594,0.09,0.4,0.67,36.67,3.39,-18.42,0.01,7920,-0.27,17:04:03,,42.2736896,-71.8091968
0.21,-0.93,-0.28,0.1,422736896,-718091968,189594,0.08,0.4,0.8,-11.78,10.63,-18.53,0.01,8008,-0.27,17:04:03,,42.2736896,-71.8091968
0.22,-0.93,-0.28,0.1,422736896,-718091968,189580,0.08,0.42,0.75,21.87,2.33,-14.76,0.02,8600,-0.28,17:04:03,,42.2736896,-71.8091968
0.23,-0.92,-0.29,0.11,422736896,-718091968,189548,0.09,0.44,0.66,-3.26,3.33,-10.56,0.02,8304,-0.28,17:04:03,,42.2736896,-71.8091968
0.23,-0.92,-0.29,0.11,422736864,-718091968,189528,0.07,0.49,0.8,-4.29,-1.65,-8.31,0.02,7792,-0.27,17:04:03,,42.2736864,-71.8091968
0.23,-0.92,-0.29,0.11,422736864,-718091968,189528,0.07,0.5,0.84,-4.69,-3.43,-5.3,0.01,7936,-0.28,17:04:03,,42.2736864,-71.8091968
0.23,-0.92,-0.29,0.11,422736864,-718091968,189503,0.02,0.5,0.87,-11.73,1.24,-1.02,0.01,9016,-0.27,17:04:03,,42.2736864,-71.8091968
0.23,-0.92,-0.3,0.1,422736864,-718091968,189481,-0.04,0.54,1.06,-0.77,1.42,4.83,0.02,9248,-0.27,17:04:03,,42.2736864,-71.8091968
0.23,-0.92,-0.3,0.09,422736864,-718092032,189453,-0.05,0.56,1.04,-1.6,-1.35,6.64,0.02,9184,-0.27,17:04:03,,42.2736864,-71.8092032
0.23,-0.92,-0.3,0.09,422736864,-718092032,189453,-0.04,0.58,1.07,-3.49,0.88,7.71,0.01,8944,-0.26,17:04:03,,42.2736864,-71.8092032
0.22,-0.92,-0.3,0.08,422736832,-718092032,189430,-0.08,0.51,1.11,-20.27,2.3,12.6,0.01,8880,-0.27,17:04:03,,42.2736832,-71.8092032
0.23,-0.92,-0.3,0.08,422736832,-718092032,189430,0.01,0.47,0.99,44.72,-8.19,12.29,0.01,8104,-0.28,17:04:03,,42.2736832,-71.8092032
0.23,-0.92,-0.29,0.08,422736832,-718092032,189404,-0.03,0.49,0.79,-15.23,3.14,8.76,0.02,9184,-0.28,17:04:03,,42.2736832,-71.8092032
0.23,-0.92,-0.29,0.08,422736832,-718092032,189381,-0.05,0.44,0.91,23.31,-6.42,15.33,0.01,8048,-0.27,17:04:04,,42.2736832,-71.8092032
0.24,-0.92,-0.29,0.08,422736800,-718092032,189363,0.03,0.42,0.64,-6.03,5.46,17.05,0.01,7704,-0.28,17:04:04,,42.27368,-71.8092032
0.24,-0.93,-0.28,0.08,422736800,-718092032,189363,0.05,0.43,0.72,-5.71,7.96,16.71,0,7792,-0.28,17:04:04,,42.27368,-71.8092032
0.25,-0.93,-0.27,0.09,422736768,-718092032,189362,0.06,0.46,0.58,6.11,3.74,17.51,0.01,7936,-0.28,17:04:04,,42.2736768,-71.8092032
0.25,-0.93,-0.26,0.09,422736768,-718092032,189346,0.06,0.45,0.74,-6.14,0.55,16.64,0,8008,-0.27,17:04:04,,42.2736768,-71.8092032
0.25,-0.93,-0.26,0.1,422736768,-718092096,189329,0.13,0.5,0.7,-3.12,-1.68,13.15,0,7608,-0.26,17:04:04,,42.2736768,-71.8092096
0.24,-0.93,-0.25,0.1,422736768,-718092096,189329,0.09,0.49,0.94,-37.87,-0.66,7.9,0,8312,-0.27,17:04:04,,42.2736768,-71.8092096
0.23,-0.93,-0.25,0.1,422736736,-718092096,189315,0.06,0.52,1.08,-15.76,-15.15,2.83,0,9424,-0.29,17:04:04,,42.2736736,-71.8092096
0.23,-0.93,-0.25,0.1,422736736,-718092096,189298,0.09,0.48,0.9,4.56,-14.36,0.2,0.01,9448,-0.28,17:04:04,,42.2736736,-71.8092096
0.22,-0.94,-0.26,0.1,422736736,-718092096,189298,0.13,0.55,1.16,-26.89,-10.08,-10.12,0,9104,-0.27,17:04:04,,42.2736736,-71.8092096
0.22,-0.93,-0.26,0.11,422736736,-718092096,189278,0.13,0.54,1.08,3.89,-11.27,-12.73,0,9680,-0.27,17:04:04,,42.2736736,-71.8092096
0.21,-0.94,-0.26,0.1,422736736,-718092096,189260,0.1,0.43,1.1,-21.76,3.79,-15.94,0.01,10216,-0.27,17:04:04,,42.2736736,-71.8092096
0.21,-0.94,-0.26,0.1,422736704,-718092096,189245,0.13,0.39,0.91,20.52,9.61,-15.69,0.01,9080,-0.27,17:04:04,,42.2736704,-71.8092096
0.2,-0.94,-0.27,0.1,422736704,-718092096,189245,0.1,0.4,0.88,1.64,12.38,-14.15,0,8736,-0.27,17:04:04,,42.2736704,-71.8092096
0.2,-0.94,-0.27,0.1,422736704,-718092096,189233,0.08,0.37,0.9,-0.87,10.79,-14.84,0.01,9432,-0.28,17:04:04,,42.2736704,-71.8092096
0.21,-0.94,-0.27,0.1,422736704,-718092096,189219,0.07,0.37,0.75,23.81,9.99,-14.15,0.01,8776,-0.28,17:04:04,,42.2736704,-71.8092096
0.21,-0.93,-0.27,0.09,422736704,-718092096,189219,0.05,0.41,0.78,-1.09,10.13,-14.96,0.01,7792,-0.28,17:04:04,,42.2736704,-71.8092096
0.21,-0.93,-0.27,0.09,422736704,-718092096,189206,0.04,0.41,0.81,14.63,2.93,-11.17,0.01,8080,-0.28,17:04:04,,42.2736704,-71.8092096
0.23,-0.93,-0.28,0.1,422736672,-718092096,189196,0.07,0.48,0.67,6.41,-3.04,-8.14,0,8264,-0.27,17:04:04,,42.2736672,-71.8092096
0.23,-0.93,-0.28,0.1,422736672,-718092096,189196,0.04,0.49,0.9,-2.6,-6.23,-3.38,0.01,8104,-0.28,17:04:04,,42.2736672,-71.8092096
0.23,-0.93,-0.28,0.11,422736672,-718092160,189189,0.05,0.52,0.83,23.96,-12.47,4.04,0.01,7312,-0.28,17:04:04,,42.2736672,-71.809216
0.24,-0.92,-0.28,0.11,422736672,-718092160,189180,0.04,0.52,0.82,3.46,-5.74,4.98,0.01,7568,-0.28,17:04:04,,42.2736672,-71.809216
0.24,-0.92,-0.28,0.1,422736640,-718092160,189171,0.01,0.52,1.01,6.8,-3.94,8.31,0.01,7848,-0.29,17:04:04,,42.273664,-71.809216
0.24,-0.92,-0.28,0.1,422736640,-718092160,189171,0.03,0.55,0.95,8.35,0.85,7.44,0.01,8440,-0.28,17:04:04,,42.273664,-71.809216
0.24,-0.92,-0.28,0.09,422736640,-718092160,189162,-0.01,0.59,1.02,-4.76,10.23,3.82,0.02,7824,-0.29,17:04:04,,42.273664,-71.809216
0.24,-0.93,-0.28,0.08,422736640,-718092160,189146,-0.08,0.53,1.09,-2.31,4.68,13.64,0,7368,-0.28,17:04:04,,42.273664,-71.809216
0.25,-0.92,-0.28,0.08,422736640,-718092160,189146,-0.02,0.54,0.77,19.78,3.53,14.05,0,7904,-0.28,17:04:04,,42.273664,-71.809216
0.25,-0.92,-0.28,0.07,422736640,-718092160,189129,-0.1,0.56,0.93,-20.82,5.95,10.67,0.01,7776,-0.28,17:04:04,,42.273664,-71.809216
0.25,-0.93,-0.28,0.07,422736608,-718092160,189112,-0.08,0.5,0.93,-4.27,3.23,19.97,0,7176,-0.29,17:04:05,,42.2736608,-71.809216
0.26,-0.93,-0.27,0.07,422736608,-718092160,189112,-0.03,0.47,0.66,2.12,7.21,22.65,0,7576,-0.28,17:04:05,,42.2736608,-71.809216
0.25,-0.93,-0.26,0.07,422736608,-718092160,189094,0.01,0.46,0.82,-13.34,5.43,21.92,0,7640,-0.27,17:04:05,,42.2736608,-71.809216
0.26,-0.93,-0.25,0.08,422736608,-718092160,189083,0.06,0.45,0.61,11.53,-4.56,25.34,0,6880,-0.28,17:04:05,,42.2736608,-71.809216
0.26,-0.93,-0.24,0.08,422736608,-718092160,189083,0.08,0.43,0.66,-9.53,1.16,21.92,-0.01,7456,-0.29,17:04:05,,42.2736608,-71.809216
0.25,-0.93,-0.24,0.09,422736608,-718092160,189065,0.1,0.47,0.85,-4.36,-4.33,19.04,-0.01,7704,-0.27,17:04:05,,42.2736608,-71.809216
0.25,-0.94,-0.23,0.1,422736576,-718092224,189051,0.12,0.46,0.84,-12.35,-3.74,12.51,-0.01,7688,-0.26,17:04:05,,42.2736576,-71.8092224
0.23,-0.94,-0.23,0.1,422736576,-718092224,189043,0.1,0.46,1.07,-6.91,-12.11,5.5,-0.01,7944,-0.27,17:04:05,,42.2736576,-71.8092224
0.23,-0.94,-0.23,0.1,422736576,-718092224,189043,0.11,0.47,0.99,13.05,-15.47,0.56,-0.01,7864,-0.28,17:04:05,,42.2736576,-71.8092224
0.22,-0.94,-0.23,0.1,422736576,-718092224,189032,0.14,0.45,1,-12.11,-7.81,-3.46,-0.02,8504,-0.28,17:04:05,,42.2736576,-71.8092224
0.21,-0.94,-0.23,0.11,422736576,-718092224,189035,0.17,0.46,1.05,0.97,-12.85,-13.85,-0.02,8776,-0.27,17:04:05,,42.2736576,-71.8092224
0.22,-0.94,-0.24,0.11,422736544,-718092224,189026,0.15,0.51,0.95,14.2,-11.68,-17.14,-0.01,8456,-0.27,17:04:05,,42.2736544,-71.8092224
0.21,-0.94,-0.24,0.11,422736544,-718092224,189026,0.12,0.48,0.93,-7.38,-2.98,-17.78,0,8056,-0.27,17:04:05,,42.2736544,-71.8092224
0.21,-0.94,-0.24,0.11,422736544,-718092224,189017,0.14,0.49,0.97,-3.29,-2.21,-15.1,0,8392,-0.29,17:04:05,,42.2736544,-71.8092224
0.22,-0.94,-0.25,0.12,422736544,-718092224,189005,0.14,0.44,0.75,4.8,4.1,-17.46,-0.01,8592,-0.27,17:04:05,,42.2736544,-71.8092224
0.21,-0.94,-0.25,0.11,422736544,-718092224,189005,0.12,0.43,0.9,-21.69,14.88,-18.69,-0.01,8624,-0.26,17:04:05,,42.2736544,-71.8092224
0.23,-0.93,-0.26,0.13,422736544,-718092224,188988,0.15,0.45,0.59,26.49,6.38,-15.11,0,7760,-0.27,17:04:05,,42.2736544,-71.8092224
0.22,-0.93,-0.26,0.12,422736544,-718092224,188979,0.08,0.48,0.85,-26.95,4.68,-12.77,0,7736,-0.28,17:04:05,,42.2736544,-71.8092224
0.22,-0.93,-0.26,0.12,422736544,-718092224,188967,0.11,0.45,0.85,10.82,-5.56,-7.46,0,7680,-0.28,17:04:05,,42.2736544,-71.8092224
0.23,-0.93,-0.27,0.13,422736544,-718092224,188967,0.12,0.45,0.72,4.75,-7.75,-7.46,0,8328,-0.28,17:04:05,,42.2736544,-71.8092224
0.22,-0.93,-0.27,0.12,422736544,-718092224,188951,0.08,0.47,1.03,-11.54,-5.71,-3.71,0,7816,-0.28,17:04:05,,42.2736544,-71.8092224
0.22,-0.93,-0.26,0.12,422736544,-718092224,188940,0.09,0.47,1.01,19.54,-13.81,1.33,0,7440,-0.28,17:04:05,,42.2736544,-71.8092224
0.22,-0.93,-0.27,0.12,422736544,-718092224,188940,0.1,0.49,0.91,0.98,-6.7,-0.3,-0.01,8104,-0.27,17:04:05,,42.2736544,-71.8092224
0.22,-0.93,-0.27,0.11,422736512,-718092224,188928,0.03,0.55,1.06,-8.47,-1.19,-2.54,0,8232,-0.26,17:04:05,,42.2736512,-71.8092224
0.23,-0.93,-0.27,0.12,422736512,-718092224,188919,0.08,0.59,0.96,27.33,-3.08,-0.99,0,7368,-0.27,17:04:05,,42.2736512,-71.8092224
0.23,-0.93,-0.27,0.11,422736512,-718092224,188912,0.05,0.56,0.89,-3.94,10.47,1.43,0,8000,-0.27,17:04:05,,42.2736512,-71.8092224
0.23,-0.93,-0.27,0.1,422736512,-718092224,188912,0.01,0.51,1.11,3.96,12.47,8.05,-0.01,7176,-0.27,17:04:05,,42.2736512,-71.8092224
0.25,-0.93,-0.26,0.09,422736512,-718092224,188904,-0.03,0.57,0.69,2.01,15.08,-0.52,-0.01,7792,-0.27,17:04:05,,42.2736512,-71.8092224
0.24,-0.93,-0.27,0.08,422736512,-718092224,188898,-0.05,0.45,0.99,-25.13,11.24,12.32,0,8400,-0.28,17:04:06,,42.2736512,-71.8092224
0.24,-0.93,-0.26,0.09,422736512,-718092224,188890,0.07,0.41,0.66,10.69,11.2,13.33,-0.01,8448,-0.26,17:04:06,,42.2736512,-71.8092224
0.24,-0.93,-0.26,0.09,422736512,-718092224,188890,0.06,0.44,0.85,-12.79,6.29,19.28,0,8048,-0.26,17:04:06,,42.2736512,-71.8092224
0.24,-0.93,-0.25,0.1,422736512,-718092224,188886,0.11,0.44,0.78,14.5,-10.71,20.64,-0.01,7976,-0.27,17:04:06,,42.2736512,-71.8092224
0.25,-0.93,-0.25,0.11,422736480,-718092224,188884,0.11,0.46,0.66,25.27,-9.6,17.69,-0.02,7672,-0.27,17:04:06,,42.273648,-71.8092224
0.24,-0.93,-0.24,0.11,422736480,-718092224,188884,0.13,0.41,0.81,-11.37,-13.72,15.78,-0.01,7552,-0.26,17:04:06,,42.273648,-71.8092224
0.24,-0.93,-0.24,0.12,422736480,-718092224,188882,0.12,0.51,0.9,11.24,-19.58,14.58,-0.01,6864,-0.28,17:04:06,,42.273648,-71.8092224
0.24,-0.93,-0.24,0.13,422736480,-718092288,188879,0.13,0.5,0.8,8.37,-14.94,3.45,-0.02,7640,-0.27,17:04:06,,42.273648,-71.8092288
0.22,-0.94,-0.24,0.12,422736480,-718092288,188879,0.09,0.52,1.17,-30.94,-20.48,-7.01,-0.01,8120,-0.26,17:04:06,,42.273648,-71.8092288
0.22,-0.94,-0.25,0.12,422736448,-718092288,188880,0.1,0.48,1.08,1.02,-26.92,-7.99,-0.01,7616,-0.28,17:04:06,,42.2736448,-71.8092288
0.21,-0.94,-0.25,0.13,422736448,-718092288,188879,0.16,0.51,0.91,-26.74,-22.87,-24.29,-0.01,8664,-0.27,17:04:06,,42.2736448,-71.8092288
