accelX,accelY,accelZ,gyroX,gyroY,gyroZ,magX,magY,magZ
1.55,-0.04,-0.02,10.76,6.55,0.15,137288.00,132757.00,134456.00
1.54,-0.03,-0.01,12.24,9.60,2.47,137287.00,132745.00,134449.00
1.50,-0.04,0.00,14.11,10.50,1.89,137296.00,132747.00,134463.00
1.53,-0.03,0.03,10.82,10.97,2.44,137297.00,132748.00,134460.00
1.60,-0.10,0.02,-2.53,5.16,4.25,137297.00,132738.00,134489.00
1.58,-0.10,-0.01,-2.89,6.11,-0.64,137313.00,132761.00,134488.00
1.53,-0.06,0.01,7.63,10.53,-3.71,137293.00,132734.00,134445.00
1.52,-0.01,0.05,15.78,13.56,-2.89,137291.00,132746.00,134469.00
1.58,-0.07,0.05,5.18,4.84,2.81,137311.00,132770.00,134477.00
1.55,-0.09,0.02,-5.22,1.88,-1.17,137301.00,132747.00,134463.00
1.52,-0.04,0.01,2.32,4.58,-5.35,137311.00,132751.00,134478.00
1.54,-0.01,0.01,11.50,9.50,-4.33,137302.00,132744.00,134450.00
1.53,-0.03,0.08,11.08,11.88,1.08,137315.00,132762.00,134457.00
1.53,-0.06,0.10,4.89,7.82,-0.18,137296.00,132744.00,134484.00
1.53,-0.03,0.08,2.48,4.03,-2.52,137295.00,132764.00,134455.00
1.50,-0.00,0.07,5.93,4.30,-2.85,137316.00,132744.00,134472.00
1.52,-0.01,0.08,5.38,2.34,0.07,137304.00,132751.00,134480.00
1.55,-0.04,0.06,3.57,1.97,0.37,137302.00,132745.00,134458.00
1.52,-0.03,0.06,7.41,2.57,-2.13,137293.00,132753.00,134468.00
1.50,-0.00,0.06,10.66,4.95,-2.55,137306.00,132745.00,134475.00
1.48,0.02,0.08,14.14,4.70,-1.09,137307.00,132752.00,134472.00
1.52,-0.05,0.08,4.33,-0.14,2.63,137307.00,132754.00,134472.00
1.49,-0.05,0.07,4.60,0.04,-0.52,137300.00,132752.00,134503.00
1.52,-0.02,0.06,8.22,0.97,-1.59,137305.00,132752.00,134474.00
1.47,-0.00,0.06,9.13,2.52,-2.11,137317.00,132764.00,134477.00
1.46,0.03,0.11,7.62,-1.65,2.95,137302.00,132725.00,134473.00
1.54,-0.03,0.05,-3.51,-4.65,5.91,137303.00,132758.00,134469.00
1.51,-0.07,0.02,-2.80,-2.95,1.88,137311.00,132741.00,134458.00
1.50,-0.02,0.05,3.93,1.59,-1.07,137300.00,132746.00,134498.00
1.51,0.02,0.09,11.02,0.59,5.92,137310.00,132762.00,134462.00
1.54,-0.05,0.06,1.28,-4.08,8.30,137300.00,132761.00,134454.00
1.55,-0.08,0.03,-3.41,-5.04,3.74,137308.00,132749.00,134488.00
1.54,-0.03,0.02,-1.66,-2.50,0.73,137315.00,132758.00,134467.00
1.56,-0.02,0.02,3.62,2.15,3.02,137305.00,132762.00,134448.00
1.57,-0.05,0.08,9.66,5.71,2.76,137296.00,132748.00,134450.00
1.57,-0.05,0.10,4.47,2.20,3.23,137305.00,132734.00,134443.00
1.60,-0.08,0.08,1.05,-0.50,3.17,137315.00,132748.00,134438.00
1.55,-0.08,0.05,5.29,-3.34,-1.14,137315.00,132755.00,134446.00
1.56,-0.04,0.06,7.19,-4.09,0.67,137316.00,132758.00,134467.00
1.61,-0.08,0.02,-1.34,-4.40,2.62,137296.00,132741.00,134449.00
1.58,-0.12,-0.02,-4.34,-1.67,-0.94,137315.00,132765.00,134473.00
1.56,-0.07,-0.00,1.09,3.12,-5.73,137314.00,132740.00,134472.00
1.51,-0.03,0.07,1.75,2.46,-1.10,137301.00,132744.00,134445.00
1.53,-0.06,0.05,-3.02,0.29,-1.42,137309.00,132736.00,134486.00
1.53,-0.05,0.03,-0.52,2.42,-3.35,137311.00,132754.00,134467.00
1.49,-0.02,0.05,3.21,3.90,-3.83,137294.00,132751.00,134446.00
1.47,0.00,0.08,3.73,2.86,-0.55,137296.00,132738.00,134472.00
1.50,-0.02,0.08,1.12,0.85,1.62,137308.00,132740.00,134469.00
1.50,-0.04,0.05,-3.82,-0.76,1.07,137301.00,132755.00,134463.00
1.50,-0.02,0.03,-2.57,-0.15,-0.33,137307.00,132723.00,134458.00
1.50,-0.00,0.05,2.00,1.15,0.26,137304.00,132757.00,134475.00
1.54,-0.05,0.03,-1.77,1.43,1.61,137305.00,132734.00,134472.00
1.53,-0.04,0.03,0.17,4.36,-1.92,137312.00,132732.00,134465.00
1.51,0.01,0.08,3.76,5.63,-1.29,137310.00,132750.00,134455.00
1.48,0.02,0.10,4.64,4.07,1.16,137311.00,132733.00,134473.00
1.57,-0.07,0.03,-6.52,-0.55,4.38,137306.00,132728.00,134469.00
1.56,-0.07,0.04,-0.38,3.26,0.75,137308.00,132745.00,134466.00
1.53,-0.04,0.09,6.07,5.42,-1.03,137320.00,132735.00,134444.00
1.49,0.01,0.12,6.67,1.49,0.27,137310.00,132754.00,134469.00
1.57,-0.07,0.02,-6.92,-5.46,3.47,137313.00,132736.00,134477.00
1.56,-0.07,0.00,-1.47,0.04,0.96,137310.00,132742.00,134448.00
1.56,-0.07,0.02,0.93,5.35,0.06,137305.00,132722.00,134494.00
1.53,-0.05,0.07,4.61,5.90,-1.26,137318.00,132768.00,134482.00
1.52,-0.03,0.06,-2.50,3.25,-1.13,137305.00,132758.00,134472.00
1.53,-0.03,0.07,-1.63,4.87,-0.17,137310.00,132744.00,134462.00
1.53,-0.04,0.09,4.06,7.16,-0.34,137323.00,132730.00,134484.00
1.50,-0.04,0.10,4.09,7.29,-1.97,137309.00,132763.00,134451.00
1.50,-0.01,0.09,5.99,7.72,-2.99,137320.00,132731.00,134466.00
1.48,0.02,0.14,7.54,5.97,0.12,137313.00,132758.00,134469.00
1.47,-0.00,0.15,7.64,4.18,0.81,137325.00,132756.00,134489.00
1.45,0.00,0.13,9.53,3.03,-0.01,137314.00,132751.00,134451.00
1.48,0.01,0.13,5.74,1.82,1.11,137317.00,132727.00,134468.00
1.48,-0.00,0.13,6.25,-0.44,1.06,137306.00,132745.00,134495.00
1.49,0.01,0.12,6.23,-2.69,2.13,137327.00,132756.00,134455.00
1.52,-0.01,0.10,1.55,-4.31,4.45,137310.00,132730.00,134455.00
1.49,-0.04,0.07,-1.12,-4.54,3.86,137318.00,132767.00,134473.00
1.53,-0.02,0.07,3.69,-3.31,4.18,137317.00,132753.00,134466.00
1.55,-0.05,0.05,2.39,-2.36,5.50,137325.00,132736.00,134477.00
1.56,-0.08,0.03,-1.89,-1.80,4.31,137309.00,132744.00,134491.00
1.52,-0.07,0.02,0.98,2.17,-0.01,137325.00,132758.00,134472.00
1.56,-0.05,0.08,1.57,3.91,5.46,137318.00,132738.00,134482.00
1.55,-0.10,0.08,-2.31,2.50,4.18,137318.00,132761.00,134480.00
1.57,-0.09,0.09,1.50,-0.03,0.32,137318.00,132731.00,134458.00
1.58,-0.06,0.07,1.81,-1.47,-0.33,137311.00,132763.00,134456.00
1.55,-0.06,0.04,-4.77,-0.75,0.80,137326.00,132749.00,134463.00
1.49,-0.04,0.07,2.66,3.55,-2.57,137310.00,132751.00,134478.00
1.51,-0.01,0.10,3.27,3.75,1.54,137312.00,132739.00,134497.00
1.55,-0.07,0.10,-3.70,0.04,4.40,137325.00,132747.00,134471.00
1.54,-0.11,0.06,-7.89,-1.16,0.21,137301.00,132758.00,134479.00
1.49,-0.01,0.12,2.45,2.90,-2.46,137319.00,132750.00,134474.00
1.50,-0.03,0.14,-1.93,-1.69,1.48,137319.00,132752.00,134455.00
1.51,-0.07,0.09,-6.54,-5.36,1.62,137322.00,132748.00,134460.00
1.51,-0.07,0.03,-7.04,-2.97,-1.46,137324.00,132754.00,134479.00
1.47,-0.00,0.08,-1.70,3.22,-0.36,137311.00,132747.00,134463.00
1.49,-0.01,0.09,-5.45,1.25,1.98,137315.00,132724.00,134457.00
1.51,-0.04,0.09,-5.49,0.66,2.47,137327.00,132750.00,134484.00
1.52,-0.04,0.08,-3.35,2.06,0.38,137326.00,132737.00,134454.00
1.48,0.00,0.12,-0.50,1.73,-0.88,137313.00,132750.00,134482.00
1.48,0.02,0.14,-0.20,-0.26,1.32,137322.00,132771.00,134466.00
1.54,-0.03,0.13,-1.38,-0.56,4.30,137319.00,132729.00,134468.00
1.56,-0.05,0.12,-1.35,-2.11,3.31,137310.00,132726.00,134465.00
1.53,-0.05,0.08,-2.71,-2.88,0.82,137322.00,132774.00,134486.00
1.54,-0.04,0.09,2.55,1.43,0.98,137310.00,132754.00,134477.00
1.53,-0.05,0.10,4.76,3.00,-1.04,137325.00,132753.00,134473.00
1.51,0.01,0.14,6.95,2.59,-1.17,137323.00,132745.00,134480.00
1.53,-0.00,0.16,5.53,-0.53,3.66,137331.00,132758.00,134486.00
1.54,-0.09,0.09,2.33,-2.24,-1.27,137329.00,132747.00,134451.00
1.51,-0.05,0.10,7.93,-1.07,-4.39,137323.00,132758.00,134462.00
1.51,-0.00,0.09,7.92,-1.13,-1.38,137324.00,132749.00,134480.00
1.53,-0.05,0.08,3.84,-2.43,3.82,137323.00,132764.00,134486.00
1.56,-0.10,0.04,-0.50,-3.75,-1.91,137322.00,132750.00,134474.00
1.54,-0.08,0.02,3.87,-0.08,-4.16,137300.00,132755.00,134473.00
1.50,-0.05,0.07,11.05,3.76,-4.59,137308.00,132749.00,134471.00
1.48,-0.02,0.11,7.57,1.11,-2.39,137310.00,132734.00,134462.00
1.51,-0.08,0.04,-4.44,-4.78,0.58,137321.00,132749.00,134475.00
1.52,-0.07,0.02,0.44,-1.32,-2.94,137313.00,132735.00,134480.00
1.50,-0.04,0.05,5.74,2.03,-3.93,137315.00,132741.00,134471.00
1.47,-0.01,0.09,4.17,1.13,-2.35,137309.00,132766.00,134462.00
1.51,-0.01,0.08,-0.70,-2.35,1.83,137324.00,132744.00,134452.00
1.57,-0.10,0.01,-5.43,-0.99,-0.49,137313.00,132751.00,134449.00
1.52,-0.06,0.02,-0.09,4.50,-5.06,137332.00,132744.00,134445.00
1.47,0.01,0.09,5.12,6.93,-5.41,137322.00,132748.00,134474.00
1.47,0.03,0.14,3.84,4.35,-0.54,137315.00,132755.00,134468.00
1.54,-0.09,0.07,-6.09,-1.50,2.74,137318.00,132739.00,134463.00
1.50,-0.05,0.07,-1.20,2.08,-3.82,137322.00,132772.00,134486.00
1.48,0.02,0.10,3.98,4.03,-3.44,137319.00,132757.00,134461.00
1.52,0.01,0.12,2.90,1.61,2.58,137307.00,132739.00,134473.00
1.56,-0.08,0.09,-6.90,-4.27,-0.68,137317.00,132745.00,134446.00
1.54,-0.04,0.06,-1.28,-1.47,-2.55,137323.00,132748.00,134445.00
1.51,-0.03,0.08,3.78,2.49,-1.57,137320.00,132738.00,134469.00
1.50,-0.02,0.12,5.63,2.12,-1.03,137316.00,132749.00,134488.00
1.52,-0.04,0.07,-0.03,-0.99,-0.01,137309.00,132767.00,134458.00
1.51,-0.03,0.08,2.84,0.10,0.09,137318.00,132742.00,134460.00
1.48,-0.01,0.11,3.86,-0.01,-0.38,137317.00,132749.00,134490.00
1.49,-0.00,0.12,3.22,-2.88,1.80,137294.00,132745.00,134483.00
1.53,-0.06,0.08,-2.70,-5.76,3.44,137319.00,132760.00,134482.00
1.51,-0.03,0.04,1.26,-0.61,-0.83,137308.00,132750.00,134472.00
1.51,-0.02,0.06,2.42,1.57,1.05,137311.00,132743.00,134471.00
1.53,-0.03,0.09,-0.73,0.69,3.56,137321.00,132742.00,134472.00
1.50,-0.07,0.09,-1.71,-1.10,1.38,137318.00,132767.00,134490.00
1.49,-0.01,0.09,4.18,0.91,0.92,137319.00,132752.00,134474.00
1.48,-0.02,0.11,2.66,-0.84,2.51,137317.00,132762.00,134443.00
1.49,-0.03,0.10,-1.47,-4.17,3.90,137326.00,132743.00,134466.00
1.49,-0.02,0.09,-0.81,-5.63,5.14,137316.00,132730.00,134443.00
1.58,-0.10,0.11,-1.30,-6.79,4.89,137308.00,132725.00,134437.00
1.58,-0.09,0.06,2.14,-6.49,-0.50,137319.00,132744.00,134443.00
1.57,-0.04,0.07,8.21,-2.99,-2.30,137315.00,132745.00,134456.00
1.54,-0.02,0.08,9.13,-1.07,0.25,137316.00,132736.00,134474.00
1.55,-0.06,0.11,4.35,-4.53,1.00,137313.00,132745.00,134478.00
1.56,-0.06,0.06,2.79,-6.82,-0.73,137319.00,132775.00,134475.00
1.55,-0.05,0.05,4.42,-4.48,-1.37,137303.00,132740.00,134479.00
1.50,-0.04,0.09,10.03,-1.75,-2.45,137308.00,132743.00,134473.00
1.51,-0.01,0.11,8.96,-4.63,-0.73,137304.00,132748.00,134465.00
1.54,-0.07,0.02,-1.31,-7.24,-0.31,137324.00,132756.00,134496.00
1.51,-0.04,0.02,6.04,-3.40,-2.84,137311.00,132754.00,134465.00
1.51,-0.01,0.04,9.56,-1.65,-1.26,137306.00,132743.00,134471.00
1.52,-0.02,0.05,8.84,-2.48,1.58,137306.00,132745.00,134488.00
1.53,-0.07,-0.01,1.23,-1.67,-1.98,137310.00,132742.00,134474.00
1.49,-0.02,0.02,6.81,1.41,-3.32,137319.00,132726.00,134486.00
1.50,0.00,0.05,5.19,0.59,0.09,137306.00,132740.00,134469.00
1.51,-0.03,0.04,1.14,-0.40,3.10,137310.00,132740.00,134477.00
1.54,-0.06,0.02,0.66,0.46,-0.82,137302.00,132752.00,134496.00
1.53,-0.04,0.03,-0.67,-0.28,0.18,137321.00,132728.00,134501.00
1.54,-0.05,0.01,-0.42,-0.39,0.50,137306.00,132755.00,134480.00
1.53,-0.05,0.01,1.61,1.78,0.44,137304.00,132741.00,134505.00
1.57,-0.07,0.05,-2.46,0.36,2.88,137312.00,132754.00,134467.00
1.56,-0.09,0.02,-2.60,-0.21,-0.53,137315.00,132746.00,134496.00
1.53,-0.04,0.02,1.82,2.19,-2.66,137306.00,132751.00,134488.00
1.53,-0.03,0.05,0.10,1.69,-0.20,137311.00,132741.00,134456.00
1.52,-0.03,0.04,-3.05,-0.42,1.37,137321.00,132735.00,134480.00
1.56,-0.08,0.02,-5.07,1.00,0.89,137311.00,132744.00,134482.00
1.53,-0.06,0.04,-1.05,3.84,-2.00,137320.00,132749.00,134451.00
1.51,-0.04,0.06,0.54,4.62,-3.10,137312.00,132748.00,134486.00
1.48,-0.00,0.08,-0.89,3.09,-2.00,137300.00,132745.00,134495.00
1.52,-0.03,0.08,-1.47,2.88,2.34,137293.00,132767.00,134497.00
1.55,-0.05,0.10,-0.68,1.11,3.06,137305.00,132745.00,134478.00
1.56,-0.08,0.09,-6.73,-2.47,1.52,137304.00,132726.00,134486.00
1.55,-0.06,0.04,-8.29,-2.47,-1.37,137318.00,132741.00,134480.00
1.54,-0.04,0.06,-0.31,0.53,0.65,137304.00,132760.00,134452.00
1.55,-0.04,0.06,-1.27,-0.73,1.15,137310.00,132733.00,134454.00
1.57,-0.07,0.04,-3.30,-0.82,1.15,137309.00,132737.00,134446.00
1.56,-0.07,0.04,-3.46,0.70,-1.21,137327.00,132736.00,134469.00
1.53,-0.04,0.09,1.81,1.45,-1.20,137310.00,132741.00,134471.00
1.53,-0.05,0.07,-2.40,-0.83,-0.36,137309.00,132744.00,134469.00
1.52,-0.05,0.04,-1.64,-0.58,-1.27,137306.00,132741.00,134473.00
1.52,-0.02,0.04,-0.02,0.12,-1.18,137317.00,132746.00,134486.00
1.52,-0.04,0.04,-0.44,1.56,0.03,137311.00,132760.00,134467.00
1.50,-0.01,0.08,5.93,3.77,-1.79,137305.00,132748.00,134494.00
1.49,-0.00,0.11,3.97,2.04,1.19,137314.00,132720.00,134474.00
1.53,-0.03,0.10,-1.71,-3.26,4.21,137315.00,132750.00,134457.00
1.55,-0.09,0.05,-6.98,-5.65,3.11,137316.00,132766.00,134467.00
1.54,-0.02,0.04,3.84,1.29,-0.46,137303.00,132765.00,134492.00
1.55,-0.05,0.05,-0.32,0.37,2.05,137318.00,132748.00,134462.00
1.55,-0.06,0.06,-0.18,-1.39,1.13,137329.00,132746.00,134484.00
1.55,-0.07,0.04,-1.63,-0.83,0.65,137309.00,132757.00,134475.00
1.54,-0.05,0.07,4.11,1.65,-0.07,137313.00,132753.00,134463.00
1.52,-0.05,0.06,1.02,0.41,-0.94,137307.00,132738.00,134472.00
1.52,-0.03,0.06,0.15,0.13,-1.16,137311.00,132754.00,134474.00
1.50,-0.03,0.07,1.25,-0.36,-0.23,137306.00,132740.00,134472.00
1.53,-0.04,0.05,-1.61,-2.86,2.65,137313.00,132732.00,134467.00
1.52,-0.06,0.03,-3.87,-2.69,1.38,137309.00,132741.00,134439.00
1.53,-0.05,0.04,-1.62,-0.91,0.43,137317.00,132724.00,134465.00
1.53,-0.06,0.04,-1.03,0.12,0.40,137322.00,132749.00,134475.00
1.49,-0.05,0.04,1.82,2.49,-2.13,137329.00,132750.00,134486.00
1.53,-0.02,0.09,-1.35,-0.52,3.88,137316.00,132743.00,134471.00
1.55,-0.08,0.05,-6.76,-2.31,3.05,137302.00,132746.00,134457.00
1.52,-0.07,0.03,-1.59,0.45,-2.42,137318.00,132764.00,134469.00
1.51,-0.01,0.07,5.45,3.61,-3.17,137305.00,132726.00,134479.00
1.57,-0.10,0.05,-6.06,-4.17,5.11,137318.00,132754.00,134486.00
1.58,-0.12,0.01,-5.85,-2.35,-1.26,137317.00,132745.00,134475.00
1.55,-0.05,0.02,4.57,2.55,-4.35,137323.00,132753.00,134461.00
1.54,-0.03,0.06,4.88,4.17,-0.68,137318.00,132748.00,134450.00
1.55,-0.07,0.05,-2.00,-1.83,0.26,137316.00,132724.00,134482.00
1.57,-0.07,0.02,-1.20,0.69,-0.61,137322.00,132747.00,134471.00
1.55,-0.06,0.05,2.03,3.26,-0.55,137317.00,132749.00,134468.00
1.53,-0.06,0.08,1.25,0.90,-1.89,137319.00,132732.00,134450.00
1.54,-0.04,0.04,-1.25,0.35,0.48,137306.00,132755.00,134463.00
1.58,-0.07,0.05,-2.50,0.97,1.68,137326.00,132744.00,134472.00
1.56,-0.09,0.05,-1.23,0.88,-1.48,137301.00,132770.00,134452.00
1.52,-0.05,0.05,1.18,1.70,-4.27,137312.00,132755.00,134473.00
1.51,-0.02,0.07,1.71,2.46,-3.50,137320.00,132749.00,134461.00
1.52,-0.05,0.08,-1.32,-0.76,0.04,137308.00,132741.00,134492.00
1.53,-0.05,0.07,-6.15,-2.24,-1.38,137303.00,132736.00,134484.00
1.52,-0.05,0.05,-4.05,-0.76,-3.09,137315.00,132747.00,134475.00
1.50,-0.03,0.05,3.69,2.24,-5.06,137309.00,132766.00,134494.00
1.50,-0.00,0.09,2.34,-1.21,2.41,137318.00,132742.00,134455.00
1.54,-0.04,0.05,7.35,-2.51,3.76,137309.00,132749.00,134471.00
1.53,-0.08,0.00,10.89,2.20,2.90,137301.00,132728.00,134482.00
1.50,-0.04,0.05,30.55,6.48,-3.39,137311.00,132741.00,134507.00
1.48,0.03,0.08,70.49,8.53,5.56,137306.00,132755.00,134478.00
1.52,-0.05,0.08,62.41,9.09,6.80,137331.00,132750.00,134474.00
1.54,-0.08,0.00,100.71,11.42,-1.05,137330.00,132748.00,134491.00
1.47,-0.03,0.04,124.78,19.47,-11.09,137316.00,132750.00,134465.00
1.51,0.01,0.13,124.78,9.54,-18.35,137322.00,132738.00,134482.00
1.53,0.01,0.03,124.78,2.07,-18.27,137297.00,132761.00,134468.00
1.50,0.04,0.09,124.78,-4.08,-21.41,137302.00,132761.00,134471.00
1.50,0.06,0.01,124.78,-19.26,-29.79,137279.00,132748.00,134496.00
1.50,0.17,-0.03,124.78,-24.62,-30.72,137291.00,132747.00,134483.00
1.54,0.06,-0.27,124.78,-26.83,-36.40,137279.00,132747.00,134473.00
1.57,0.19,-0.24,124.78,-13.00,-38.16,137266.00,132723.00,134492.00
1.52,0.11,-0.14,124.78,-16.01,-28.71,137271.00,132751.00,134502.00
1.50,0.00,-0.34,124.78,-38.67,-38.70,137275.00,132715.00,134492.00
1.54,0.16,-0.41,124.78,-20.17,-19.77,137260.00,132732.00,134467.00
1.58,-0.10,-0.33,124.78,-24.35,-14.95,137262.00,132718.00,134494.00
1.53,-0.22,-0.43,124.78,-48.90,-29.36,137265.00,132712.00,134472.00
1.54,-0.28,-0.63,124.78,-49.56,-35.82,137271.00,132723.00,134480.00
1.55,-0.38,-0.67,124.78,34.16,-44.45,137288.00,132720.00,134457.00
1.54,-0.25,-0.36,124.78,54.68,-48.47,137273.00,132752.00,134469.00
1.56,-0.17,-0.23,124.78,53.66,-30.73,137271.00,132750.00,134460.00
1.55,-0.27,0.03,124.78,40.34,-12.69,137271.00,132744.00,134460.00
1.53,-0.27,0.10,124.78,22.41,1.92,137298.00,132731.00,134446.00
1.50,-0.49,-0.08,124.78,10.18,2.08,137283.00,132745.00,134471.00
1.47,-0.51,0.18,124.78,27.91,-17.74,137291.00,132752.00,134416.00
1.46,-0.24,0.08,124.78,15.88,-36.00,137282.00,132755.00,134468.00
1.49,-0.15,0.32,124.78,32.33,-29.41,137287.00,132743.00,134434.00
1.44,-0.04,0.28,124.78,-19.54,-6.51,137287.00,132765.00,134451.00
1.47,-0.15,0.26,124.78,-16.81,-2.68,137295.00,132763.00,134456.00
1.43,-0.11,0.16,124.78,-15.11,-9.24,137283.00,132757.00,134514.00
1.40,-0.06,0.20,76.93,-0.47,-9.98,137277.00,132757.00,134451.00
1.41,-0.15,0.48,-125.21,-4.99,-17.34,137261.00,132753.00,134475.00
1.41,-0.08,0.50,-125.21,-37.72,-25.82,137270.00,132751.00,134458.00
1.40,-0.11,0.34,-125.21,-56.38,-30.55,137274.00,132742.00,134460.00
1.36,-0.21,0.23,-125.21,-54.73,-43.29,137272.00,132767.00,134451.00
1.44,-0.09,0.25,-125.21,-42.63,-60.59,137254.00,132754.00,134474.00
1.47,0.02,0.14,-125.21,-38.90,-49.73,137249.00,132748.00,134460.00
1.50,0.06,0.05,-125.21,-45.71,-20.85,137261.00,132730.00,134465.00
1.51,-0.14,-0.06,-125.21,-56.57,-6.97,137255.00,132751.00,134451.00
1.56,-0.29,-0.25,-125.21,-49.86,-14.43,137260.00,132730.00,134467.00
1.48,-0.41,-0.29,-125.21,37.34,-60.69,137273.00,132729.00,134478.00
1.44,-0.07,0.09,-125.21,62.64,-78.69,137286.00,132730.00,134479.00
1.48,0.43,0.29,-125.21,46.87,-49.76,137289.00,132745.00,134509.00
1.48,0.41,0.36,-125.21,10.28,3.69,137294.00,132745.00,134466.00
1.40,-0.08,0.81,-125.21,-124.95,-93.20,137290.00,132751.00,134478.00
1.26,0.66,0.24,-125.21,-124.95,-125.22,137255.00,132750.00,134445.00
1.28,1.04,-0.04,-125.21,-124.95,-108.32,137252.00,132769.00,134454.00
1.36,1.03,-0.42,-125.21,-124.95,-18.73,137228.00,132759.00,134480.00
1.61,0.09,-0.39,-125.21,-53.75,81.87,137242.00,132764.00,134474.00
1.58,-0.04,-0.24,-125.21,-46.27,68.03,137255.00,132758.00,134443.00
1.56,-0.05,-0.30,-125.21,-30.66,59.25,137262.00,132750.00,134465.00
1.54,-0.12,-0.13,-125.21,-14.83,51.54,137264.00,132758.00,134455.00
1.59,0.05,-0.06,-125.21,-62.06,29.82,137267.00,132737.00,134463.00
1.59,0.11,-0.23,-125.21,-66.45,42.42,137266.00,132763.00,134471.00
1.53,-0.01,-0.18,-125.21,-67.35,48.22,137286.00,132745.00,134451.00
1.56,-0.06,-0.06,-125.21,-67.67,47.86,137284.00,132755.00,134478.00
1.51,0.07,-0.10,-125.21,-100.95,38.39,137301.00,132745.00,134454.00
1.65,-0.17,-0.64,-33.37,-52.96,29.67,137300.00,132754.00,134448.00
1.67,-0.24,-0.64,32.44,-3.94,7.49,137315.00,132755.00,134461.00
1.61,-0.17,-0.41,91.99,32.14,-12.66,137302.00,132745.00,134475.00
1.55,-0.05,-0.20,124.78,35.09,-21.63,137301.00,132745.00,134478.00
1.56,-0.12,-0.23,124.78,28.67,-14.10,137304.00,132756.00,134467.00
1.62,-0.11,-0.27,124.78,29.85,-19.96,137297.00,132763.00,134463.00
1.59,-0.07,-0.26,124.78,32.97,-19.24,137299.00,132764.00,134465.00
1.58,-0.04,-0.24,124.78,35.26,-17.08,137284.00,132768.00,134465.00
1.56,-0.06,-0.18,124.78,37.68,1.02,137288.00,132753.00,134463.00
1.57,-0.12,-0.17,124.78,36.73,3.56,137287.00,132743.00,134434.00
1.58,-0.15,-0.16,124.78,32.23,-0.49,137285.00,132749.00,134456.00
1.59,-0.13,-0.17,124.78,29.27,-0.63,137304.00,132771.00,134471.00
1.58,-0.13,-0.23,124.78,28.57,-1.81,137312.00,132761.00,134488.00
1.60,-0.10,-0.23,124.78,33.66,-3.55,137303.00,132749.00,134471.00
1.60,-0.13,-0.23,124.78,45.65,-2.90,137294.00,132748.00,134467.00
1.58,-0.16,-0.14,124.78,48.88,-10.18,137321.00,132760.00,134491.00
1.51,-0.11,-0.14,124.78,58.68,-15.94,137298.00,132751.00,134458.00
1.49,-0.04,0.11,124.78,46.66,-19.45,137302.00,132741.00,134471.00
1.58,-0.05,0.03,124.78,30.10,-21.65,137293.00,132763.00,134492.00
1.59,-0.10,-0.05,124.78,32.55,-21.78,137292.00,132738.00,134489.00
1.54,-0.06,0.02,124.78,35.70,-24.95,137302.00,132743.00,134454.00
1.51,0.07,0.08,100.10,30.42,-21.16,137325.00,132766.00,134472.00
1.52,0.07,0.09,109.87,17.90,-13.64,137318.00,132725.00,134468.00
1.57,0.04,0.04,109.36,12.65,-7.03,137304.00,132748.00,134474.00
1.54,0.03,0.03,100.19,10.09,-6.14,137298.00,132750.00,134489.00
1.52,0.05,0.03,93.37,-0.81,-9.60,137307.00,132723.00,134456.00
1.52,0.08,0.04,95.87,-2.40,-8.35,137294.00,132716.00,134477.00
1.55,0.04,-0.05,108.56,0.86,-7.93,137300.00,132736.00,134508.00
1.48,0.02,0.02,124.78,-0.72,-10.85,137307.00,132732.00,134474.00
1.49,0.03,-0.03,124.78,-11.02,-13.15,137307.00,132753.00,134458.00
1.54,0.04,-0.10,124.78,-7.51,-22.36,137298.00,132753.00,134475.00
1.52,0.08,-0.12,124.78,3.98,-25.16,137294.00,132752.00,134472.00
1.54,0.13,-0.08,124.78,9.03,-23.01,137306.00,132735.00,134461.00
1.54,0.14,-0.06,124.78,11.13,-15.98,137295.00,132761.00,134475.00
1.52,0.16,-0.02,4.43,0.94,0.64,137306.00,132726.00,134489.00
1.54,0.10,-0.07,-28.23,-3.98,6.69,137306.00,132722.00,134455.00
1.55,0.06,-0.13,-33.43,-2.05,4.63,137306.00,132736.00,134486.00
1.57,0.08,-0.10,-34.06,6.22,-0.23,137301.00,132730.00,134479.00
1.53,0.12,-0.02,-28.92,3.39,-1.21,137290.00,132745.00,134461.00
1.51,0.14,-0.03,-40.95,-0.37,0.11,137289.00,132736.00,134462.00
1.49,0.08,-0.04,-32.37,-4.75,-0.34,137297.00,132748.00,134486.00
1.53,0.11,-0.09,-34.58,-1.29,-4.08,137287.00,132731.00,134505.00
1.54,0.13,-0.06,-29.57,1.51,-2.03,137290.00,132729.00,134458.00
1.52,0.13,-0.05,-27.59,0.08,3.02,137298.00,132720.00,134460.00
1.52,0.11,-0.06,-32.13,1.69,3.16,137303.00,132768.00,134469.00
1.52,0.09,-0.07,-6.49,-0.09,3.03,137296.00,132735.00,134483.00
1.51,0.10,-0.05,5.21,1.50,-1.91,137312.00,132714.00,134465.00
1.49,0.14,-0.04,0.62,-0.86,-2.60,137288.00,132742.00,134496.00
1.47,0.17,-0.07,1.30,-2.05,1.54,137302.00,132731.00,134502.00
1.47,0.15,-0.05,-8.55,1.48,4.34,137295.00,132738.00,134467.00
1.49,0.13,-0.07,0.42,2.11,5.66,137290.00,132729.00,134434.00
